Tipo;Colonia;Habitaciones;Garages;Suites;Area;Valor;Condominio;Impuesto
Departamento;Condesa;3;0;0;149;7000.0;3115.0;182.0
Departamento;Santa Fe;3;1;1;73;5950.0;2156.0;101.5
Departamento;Napoles;2;0;0;84;10500.0;2520.0;455.0
Departamento;San Pedro de los Pinos;3;1;1;80;15750.0;5673.5;840.0
Departamento;Condesa;3;1;0;90;11200.0;2450.0;630.0
Departamento;Lomas de Chapultepec;3;1;0;120;22750.0;5600.0;9138.5
Departamento;Santa Fe;3;3;3;210;18200.0;9100.0;0.0
Departamento;Lomas de Chapultepec;4;3;1;160;28000.0;5250.0;1974.0
Departamento;Condesa;3;1;0;92;8750.0;3850.0;385.0
Departamento;Santa Fe;3;2;1;100;10500.0;4200.0;0.0
Departamento;Coyoacán;1;0;0;125;21000.0;6300.0;1771.0
Departamento;Roma;2;1;2;136;15680.0;4200.0;1046.5
Departamento;Condesa;3;0;0;180;49000.0;8750.0;0.0
Departamento;Santa Fe;4;3;4;294;34996.5;10923.5;2240.0
Departamento;Coyoacán;4;2;1;270;73500.0;9261.0;2884.0
Departamento;San Ángel;3;2;1;120;18375.0;5250.0;1225.0
Departamento;Santa Fe;4;6;4;550;52531.5;14437.5;0.0
Departamento;Lomas de Chapultepec;3;3;2;240;70000.0;12250.0;2415.0
Departamento;Santa Fe;4;3;4;400;49000.0;21122.5;0.0
Departamento;Santa Fe;4;3;4;165;15400.0;5600.0;1470.0
Departamento;Narvarte;2;1;1;95;5950.0;2996.0;388.5
Departamento;Las Águilas;2;1;1;67;5950.0;2800.0;315.0
Departamento;Roma;2;0;0;70;11900.0;2275.0;0.0
Departamento;Condesa;2;1;0;67;8400.0;3832.5;0.0
Departamento;Coyoacán;4;2;1;191;30450.0;12950.0;525.0
Departamento;Iztacalco;3;1;1;60;5075.0;1302.0;0.0
Departamento;Coyoacán;3;1;1;130;21000.0;11200.0;980.0
Departamento;Bosques de las Lomas;4;3;2;240;31500.0;16838.5;4046.0
Departamento;Condesa;2;0;1;114;8400.0;4935.0;490.0
Departamento;Del Valle;2;1;1;76;11550.0;3930.5;801.5
Departamento;Condesa;3;1;1;92;8750.0;3850.0;5292.0
Departamento;Coyoacán;3;1;1;140;15750.0;4200.0;875.0
Departamento;Santa Fe;4;2;2;245;24150.0;11900.0;2030.0
Departamento;Santa Fe;2;1;1;86;10150.0;3780.0;560.0
Departamento;Condesa;1;0;0;35;7700.0;1109.5;0.0
Departamento;San Pedro de los Pinos;2;0;0;60;8750.0;2275.0;346.5
Departamento;Condesa;1;0;0;35;7000.0;1960.0;234.5
Departamento;Roma;1;1;0;45;5250.0;3843.0;672.0
Departamento;Lomas de Chapultepec;2;2;1;150;35000.0;7945.0;1428.0
Departamento;Condesa;1;0;0;47;6650.0;4900.0;647.5
Departamento;Lomas de Chapultepec;1;1;0;53;13300.0;5320.0;0.0
Departamento;Lomas de Chapultepec;2;1;0;60;13650.0;4273.5;710.5
Departamento;Condesa;3;1;1;130;14000.0;5250.0;1218.0
Departamento;El Contadero;2;1;0;70;5950.0;1575.0;105.0
Departamento;Santa Fe;2;1;0;58;5950.0;420.0;2450.0
Departamento;Condesa;3;0;0;105;13300.0;4116.0;595.0
Departamento;Napoles;2;0;0;75;9800.0;3213.0;0.0
Departamento;Condesa;1;0;0;29;5075.0;2800.0;0.0
Departamento;Coyoacán;3;0;0;90;8750.0;4585.0;780.5
Departamento;Narvarte;1;0;1;48;4200.0;2170.0;164.5
Departamento;Condesa;1;0;0;55;7350.0;2198.0;189.0
Departamento;Santa Fe;2;1;1;59;5950.0;2275.0;182.0
Departamento;Condesa;4;2;2;389;41300.0;14465.5;40376.0
Departamento;Lomas de Chapultepec;2;2;1;88;15750.0;6650.0;1365.0
Departamento;Narvarte;2;0;0;79;4200.0;3209.5;318.5
Departamento;Condesa;2;0;0;60;8750.0;1820.0;0.0
Departamento;Roma;1;1;0;100;8750.0;3272.5;542.5
Departamento;San Rafael;2;0;0;64;5600.0;945.0;164.5
Departamento;Condesa;2;1;0;73;10150.0;4025.0;0.0
Departamento;Lomas de Chapultepec;2;2;1;113;12250.0;5099.5;1599.5
Departamento;Santa Fe;4;3;1;180;26250.0;8400.0;2450.0
Departamento;Peralvillo;2;1;0;58;2625.0;1662.5;59.5
Departamento;Roma;3;2;1;115;23800.0;5005.0;1344.0
Departamento;Santa Fe;3;2;1;145;15750.0;3451.0;1655.5
Departamento;Roma Norte;2;0;0;75;4200.0;1610.0;0.0
Departamento;Lomas de Chapultepec;3;1;1;180;31500.0;5439.0;1960.0
Departamento;Lomas de Chapultepec;1;0;0;30;7350.0;2170.0;276.5
Departamento;Villa Coapa;3;0;0;75;3325.0;304.5;49.0
Departamento;Santa Fe;4;3;2;330;26250.0;5950.0;0.0
Departamento;San Miguel Chapultepec;1;1;0;54;4900.0;2600.5;231.0
Departamento;Arboledas;2;1;0;65;4200.0;2163.0;0.0
Departamento;Coyoacán;3;0;0;90;9800.0;4900.0;630.0
Departamento;Santa Fe;2;1;1;84;8750.0;7297.5;927.5
Departamento;Condesa;3;1;0;90;10500.0;3857.0;878.5
Departamento;San Pedro de los Pinos;2;1;0;62;7700.0;3710.0;462.0
Departamento;Condesa;2;0;0;55;8050.0;4312.0;0.0
Departamento;Lomas de Chapultepec;3;2;1;170;28000.0;9765.0;2240.0
Departamento;Roma;2;1;0;87;10500.0;2730.0;0.0
Departamento;Narvarte;1;0;0;52;5250.0;1925.0;171.5
Departamento;Narvarte;3;0;1;126;9100.0;2961.0;784.0
Departamento;Bosques de las Lomas;3;1;1;160;17500.0;8690.5;0.0
Departamento;Santa Fe;3;2;1;105;9800.0;5705.0;917.0
Departamento;Napoles;4;1;0;320;33250.0;7000.0;2030.0
Departamento;Santa Fe;4;2;2;280;28000.0;10465.0;1960.0
Departamento;Coyoacán;2;1;1;243;42000.0;8050.0;0.0
Departamento;Santa Fe;3;4;3;366;49000.0;12593.0;3545.5
Departamento;Napoles;2;0;0;87;9100.0;2502.5;535.5
Departamento;San Felipe de Jesús;2;2;0;81;2975.0;1225.0;171.5
Departamento;Bosques de Aragón;3;1;1;180;59104.5;8750.0;2145.5
Departamento;Santa Fe;2;1;1;68;5250.0;4900.0;0.0
Departamento;Lomas de Chapultepec;4;3;1;200;52500.0;4480.0;23793.0
Departamento;Coyoacán;2;1;1;95;33250.0;12950.0;1890.0
Departamento;Santa Fe;3;2;1;106;11200.0;6177.5;0.0
Departamento;San Ángel;3;1;1;142;21000.0;3360.0;12250.0
Departamento;Santa Fe;4;3;3;160;29575.0;8050.0;1400.0
Departamento;La Loma;1;0;0;46;5589.5;2100.0;227.5
Departamento;Coyoacán;2;1;1;100;26250.0;8732.5;0.0
Departamento;Santa Fe;3;2;1;165;17500.0;4200.0;1750.0
Departamento;Ciudad de los Deportes;2;1;1;58;3850.0;1715.0;245.0
Departamento;Santa Fe;2;1;0;58;5600.0;2548.0;350.0
Departamento;Bosques de las Lomas;3;1;3;170;35000.0;4200.0;1575.0
Departamento;Santa Marta Acatitla;2;1;0;40;2625.0;350.0;0.0
Departamento;Lomas de Chapultepec;4;2;2;160;42000.0;10150.0;2065.0
Departamento;Lomas de Chapultepec;2;2;2;80;21000.0;6300.0;0.0
Departamento;Santa Fe;3;2;1;127;13300.0;5495.0;1057.0
Departamento;Santa Fe;3;3;3;268;28000.0;11550.0;2411.5
Departamento;Polanco;2;1;0;92;16100.0;2800.0;700.0
Departamento;San Rafael;2;0;0;76;4200.0;875.0;0.0
Departamento;Condesa;4;1;1;260;45500.0;3500.0;875.0
Departamento;Condesa;3;2;1;200;21000.0;3850.0;700.0
Departamento;Roma;2;0;0;91;9800.0;1225.0;0.0
Departamento;Santa Fe;3;3;1;236;31500.0;15711.5;3678.5
Departamento;San Ángel;3;1;1;113;16800.0;6125.0;630.0
Departamento;Coyoacán;2;3;1;100;20300.0;13650.0;1575.0
Departamento;Santa Fe;1;2;1;124;10500.0;3437.0;1106.0
Departamento;Roma;3;1;0;101;11200.0;3468.5;521.5
Departamento;Santa Fe;2;1;1;76;6650.0;4900.0;0.0
Departamento;Coyoacán;2;1;1;70;17500.0;9275.0;0.0
Departamento;Santa Fe;4;2;1;235;14700.0;8886.5;0.0
Departamento;Napoles;1;0;0;60;7700.0;2100.0;266.0
Departamento;Condesa;3;1;1;159;13300.0;5425.0;10500.0
Departamento;Centro Histórico;1;1;0;51;5250.0;1417.5;140.0
Departamento;Narvarte;2;0;0;80;6650.0;2450.0;0.0
Departamento;Condesa;3;1;2;156;24500.0;3675.0;973.0
Departamento;Juárez;3;0;0;95;7700.0;3650.5;336.0
Departamento;Narvarte;3;2;0;104;8750.0;4333.0;574.0
Departamento;Santa Fe;2;1;1;70;5600.0;3150.0;0.0
Departamento;Coyoacán;3;2;3;230;84000.0;8400.0;3325.0
Departamento;Narvarte;2;1;0;68;4725.0;2345.0;259.0
Departamento;Coyoacán;3;0;1;110;19250.0;4200.0;13650.0
Departamento;Condesa;1;0;1;30;4550.0;2205.0;0.0
Departamento;Narvarte;2;1;1;76;8750.0;3255.0;322.0
Departamento;Santa Fe;3;2;0;150;19250.0;9450.0;1050.0
Departamento;Lomas de Chapultepec;3;0;0;120;12600.0;3325.0;724.5
Departamento;Santa Fe;4;3;3;160;30100.0;8050.0;875.0
Departamento;Santa Fe;4;2;4;230;28000.0;9800.0;1505.0
Departamento;Condesa;2;0;0;72;10500.0;3482.5;367.5
Departamento;Santa Fe;4;2;1;190;24500.0;7700.0;2310.0
Departamento;San Miguel Chapultepec;2;1;0;60;5600.0;2639.0;80.5
Departamento;Condesa;4;2;1;260;35000.0;5649.0;1820.0
Departamento;Los Reyes Coyoacán;1;0;0;51;2800.0;717.5;0.0
Departamento;Del Valle;3;1;0;120;11550.0;4130.0;0.0
Departamento;Coyoacán;2;1;0;45;10500.0;1750.0;105.0
Departamento;Napoles;2;0;0;75;9450.0;3073.0;0.0
Departamento;Mixcoac;2;2;0;74;3850.0;2625.0;45.5
Departamento;Narvarte;3;1;0;70;5950.0;2765.0;395.5
Departamento;Bosques de las Lomas;3;1;0;94;14000.0;3500.0;882.0
Departamento;San Miguel Chapultepec;1;0;0;41;4200.0;1575.0;0.0
Departamento;Coyoacán;2;2;2;85;24500.0;7175.0;1078.0
Departamento;Condesa;4;2;4;420;87500.0;7000.0;4200.0
Departamento;Santa Fe;3;2;1;212;19250.0;4200.0;2387.0
Departamento;Condesa;1;0;0;45;6650.0;2345.0;105.0
Departamento;Condesa;1;0;0;40;5250.0;1190.0;248.5
Departamento;Narvarte;1;0;0;51;4200.0;2345.0;0.0
Departamento;Santa Fe;4;3;2;330;42000.0;16450.0;5978.0
Departamento;Roma;3;2;3;164;43750.0;5950.0;1050.0
Departamento;Santa Fe;3;2;1;140;15750.0;5600.0;12530.0
Departamento;Coyoacán;3;2;1;180;29750.0;6006.0;2870.0
Departamento;Nativitas;2;0;0;57;4550.0;1319.5;115.5
Departamento;Condesa;3;1;0;130;10850.0;4550.0;0.0
Departamento;Lomas de Chapultepec;1;0;0;65;12600.0;2100.0;420.0
Departamento;Narvarte;2;1;0;88;4200.0;2240.0;0.0
Departamento;Coyoacán;2;1;0;70;14000.0;2149.0;525.0
Departamento;Peralvillo;2;1;0;55;4025.0;2205.0;35.0
Departamento;Condesa;4;1;4;240;24500.0;8050.0;1750.0
Departamento;Condesa;3;0;0;110;10500.0;3500.0;70.0
Departamento;Roma;3;1;0;93;11200.0;2625.0;427.0
Departamento;Lomas de Padierna;1;1;0;47;4200.0;1015.0;171.5
Departamento;Condesa;1;0;0;34;4900.0;1645.0;192.5
Departamento;Narvarte;3;1;0;95;8050.0;2485.0;0.0
Departamento;Peralvillo;2;1;0;66;4550.0;1575.0;1785.0
Departamento;Roma Norte;2;0;0;68;3500.0;2030.0;52.5
Departamento;Condesa;1;0;0;30;4900.0;1505.0;105.0
Departamento;Roma;3;1;1;110;17500.0;3468.5;763.0
Departamento;Santa Fe;2;1;1;70;17500.0;9450.0;903.0
Departamento;Condesa;3;1;0;120;21000.0;2555.0;0.0
Departamento;Santa Fe;2;1;2;74;8050.0;4725.0;0.0
Departamento;Centro Histórico;1;0;1;40;3325.0;1225.0;84.0
Departamento;Coyoacán;4;3;2;200;42000.0;6825.0;2198.0
Departamento;Santa Fe;4;2;1;120;10500.0;5600.0;843.5
Departamento;La Loma;2;0;0;60;8400.0;2450.0;0.0
Departamento;Villa de Guadalupe;2;1;0;50;4200.0;1400.0;0.0
Departamento;Santa Fe;2;1;0;51;4515.0;1750.0;45.5
Departamento;Santa Fe;4;3;4;265;42000.0;19250.0;2800.0
Departamento;Santa Fe;3;3;3;200;21000.0;8400.0;2520.0
Departamento;Santa Fe;3;3;3;203;19250.0;9800.0;2450.0
Departamento;Centro Histórico;2;0;0;68;5950.0;990.5;42.0
Departamento;Roma;1;1;0;40;7000.0;1260.0;87.5
Departamento;San Pedro de los Pinos;3;1;0;90;7000.0;3318.0;528.5
Departamento;Santa Fe;2;1;1;90;11200.0;5061.0;826.0
Departamento;Del Valle;2;0;0;60;2975.0;805.0;0.0
Departamento;Bosques de Aragón;3;3;2;370;105000.0;35000.0;0.0
Departamento;Condesa;4;1;0;180;22750.0;4550.0;1050.0
Departamento;Condesa;4;2;2;500;105000.0;11200.0;3311.0
Departamento;Condesa;5;3;2;350;26250.0;9485.0;0.0
Departamento;Roma;1;1;0;62;9100.0;2275.0;350.0
Departamento;Santa Fe;2;1;1;75;5600.0;3013.5;0.0
Departamento;Narvarte;2;0;0;60;5075.0;1785.0;0.0
Departamento;Condesa;2;0;1;65;8750.0;2975.0;455.0
Departamento;Narvarte;3;0;0;100;7700.0;2100.0;0.0
Departamento;Condesa;2;1;0;150;10500.0;4200.0;1375.5
Departamento;Nueva Santa María;2;0;0;50;4200.0;1438.5;24.5
Departamento;Coyoacán;2;0;2;110;43050.0;5250.0;700.0
Departamento;Santa Fe;3;1;1;76;5950.0;2800.0;0.0
Departamento;Santa Fe;2;1;1;96;10500.0;5250.0;5250.0
Departamento;Polanco;3;0;0;100;11550.0;2555.0;731.5
Departamento;Condesa;4;1;1;298;17500.0;10780.0;2030.0
Departamento;Narvarte;2;0;0;75;6300.0;1400.0;0.0
Departamento;Bosques de las Lomas;2;1;1;80;10500.0;3654.0;833.0
Departamento;Lomas de Chapultepec;3;1;0;80;12250.0;3640.0;871.5
Departamento;Roma;2;1;1;90;8750.0;3780.0;654.5
Departamento;Santa Fe;3;2;1;130;19250.0;8099.0;2761.5
Departamento;Santa Fe;4;2;1;103;9450.0;5600.0;469.0
Departamento;Coyoacán;4;2;2;350;73500.0;8330.0;1837.5
Departamento;San Ángel;4;2;1;186;21000.0;7490.0;1575.0
Departamento;San Miguel Chapultepec;3;1;0;75;5600.0;2709.0;0.0
Departamento;San Miguel Chapultepec;2;1;0;57;4900.0;2940.0;175.0
Departamento;Lomas de Chapultepec;2;2;1;165;29750.0;8750.0;1750.0
Departamento;Del Valle;1;0;0;48;5950.0;1715.0;0.0
Departamento;Coyoacán;3;1;2;85;15750.0;4200.0;0.0
Departamento;Santa Fe;3;2;1;104;12250.0;4861.5;0.0
Departamento;Narvarte;3;2;1;185;12600.0;5418.0;0.0
Departamento;Santa Fe;3;2;1;120;12950.0;5950.0;1400.0
Departamento;Santa Fe;2;1;1;66;7700.0;3755.5;0.0
Departamento;Condesa;4;1;4;240;31500.0;8750.0;0.0
Departamento;Condesa;1;0;0;31;4200.0;1400.0;0.0
Departamento;Napoles;1;0;0;45;10500.0;2600.5;199.5
Departamento;Industrial Vallejo;2;1;0;60;2625.0;875.0;0.0
Departamento;Condesa;3;1;0;86;7700.0;4760.0;616.0
Departamento;Santa Fe;3;2;1;129;14700.0;5722.5;1382.5
Departamento;Roma;3;1;1;115;14000.0;2926.0;3920.0
Departamento;Peralvillo;2;1;0;60;4025.0;2240.0;0.0
Departamento;Roma;3;2;1;120;10150.0;6436.5;1242.5
Departamento;Coyoacán;4;2;2;210;52500.0;16100.0;2800.0
Departamento;Santa Fe;2;1;1;78;8750.0;3850.0;350.0
Departamento;Lomas de Chapultepec;4;0;1;170;26250.0;8015.0;17636.5
Departamento;Bosques de las Lomas;4;3;1;240;26250.0;9450.0;2800.0
Departamento;Condesa;3;0;0;170;14000.0;6650.0;822.5
Departamento;Santa Fe;4;3;2;167;12950.0;6650.0;1918.0
Departamento;Coyoacán;3;2;1;157;42000.0;11550.0;2418.5
Departamento;Roma;4;0;1;164;17500.0;7150.5;1389.5
Departamento;Roma;2;1;1;98;9800.0;6300.0;759.5
Departamento;Lomas de Chapultepec;4;3;1;259;63000.0;12250.0;22914.5
Departamento;Roma;3;2;1;190;15750.0;6475.0;1400.0
Departamento;Coyoacán;2;0;0;60;10500.0;1925.0;280.0
Departamento;Santa Fe;4;3;2;267;33250.0;8851.5;1977.5
Departamento;Narvarte;2;0;0;60;5250.0;1050.0;87.5
Departamento;Santa Fe;4;2;2;114;7000.0;4109.0;455.0
Departamento;Napoles;2;0;0;62;8050.0;3496.5;458.5
Departamento;Coyoacán;1;0;0;50;8750.0;2100.0;525.0
Departamento;Coyoacán;2;2;0;210;36750.0;6580.0;2765.0
Departamento;Roma;3;1;1;130;9100.0;4200.0;350.0
Departamento;Santa Fe;3;2;0;89;7525.0;4200.0;766.5
Departamento;Condesa;3;0;0;90;9450.0;1277.5;35.0
Departamento;Napoles;3;0;0;127;10500.0;4725.0;630.0
Departamento;Santa Fe;2;1;1;69;9800.0;4725.0;1218.0
Departamento;Santa Fe;1;2;0;58;6300.0;2800.0;724.5
Departamento;Lomas de Chapultepec;1;1;1;95;17500.0;10080.0;1228.5
Departamento;Roma;3;1;0;118;15750.0;5208.0;679.0
Departamento;Lomas de Chapultepec;3;2;2;180;59500.0;8400.0;2800.0
Departamento;Coyoacán;2;1;0;85;14000.0;4200.0;0.0
Departamento;Condesa;4;2;1;195;17500.0;6300.0;1225.0
Departamento;Lomas de Chapultepec;1;1;0;55;15750.0;7000.0;0.0
Departamento;San Ángel;2;1;2;85;14875.0;5250.0;525.0
Departamento;Condesa;3;0;0;92;14700.0;2520.0;0.0
Departamento;Narvarte;2;0;0;70;6125.0;1435.0;224.0
Departamento;Del Valle;3;1;0;120;19250.0;1925.0;682.5
Departamento;Coyoacán;3;1;1;160;24500.0;7903.0;1375.5
Departamento;Santa Fe;4;1;2;350;24500.0;4025.0;2625.0
Departamento;Condesa;2;1;0;100;14000.0;1225.0;444.5
Departamento;Condesa;2;0;0;65;3500.0;1470.0;42.0
Departamento;Santa Fe;3;1;1;90;11375.0;5775.0;630.0
Departamento;Condesa;2;1;0;80;11200.0;2695.0;0.0
Departamento;El Rosedal;3;1;1;90;4200.0;875.0;0.0
Departamento;Condesa;2;0;1;167;28000.0;9747.5;12008.5
Departamento;San Miguel Chapultepec;2;0;1;74;5250.0;2971.5;318.5
Departamento;Roma Norte;3;1;1;79;8400.0;3832.5;0.0
Departamento;Polanco;4;0;3;300;63000.0;11245.5;0.0
Departamento;Lomas de Chapultepec;2;2;1;85;11550.0;6818.0;0.0
Departamento;Condesa;1;0;0;42;6300.0;1312.5;77.0
Departamento;Condesa;1;0;0;35;4200.0;1463.0;87.5
Departamento;Lomas de Chapultepec;3;1;1;94;38500.0;6650.0;0.0
Departamento;Condesa;4;2;0;200;21700.0;4672.5;1634.5
Departamento;Polanco;2;1;1;70;11900.0;2660.0;455.0
Departamento;Coyoacán;1;0;0;47;8750.0;2117.5;301.0
Departamento;Lomas de Chapultepec;4;2;1;175;38500.0;9800.0;0.0
Departamento;San Rafael;1;0;1;59;4375.0;1907.5;171.5
Departamento;Narvarte;3;1;1;90;10500.0;3150.0;0.0
Departamento;Condesa;4;1;4;430;49000.0;10675.0;1225.0
Departamento;San Pedro de los Pinos;3;0;0;105;6650.0;2369.5;0.0
Departamento;Lomas de Chapultepec;2;1;0;65;8750.0;2170.0;409.5
Departamento;Condesa;3;0;1;73;8050.0;4158.0;458.5
Departamento;Bosques de las Lomas;4;4;3;266;63000.0;14000.0;5250.0
Departamento;Roma Norte;2;1;1;76;5600.0;2450.0;87.5
Departamento;Bosques de las Lomas;3;4;3;265;66500.0;13895.0;4959.5
Departamento;Coyoacán;2;1;0;81;10850.0;3745.0;1043.0
Departamento;Condesa;1;0;0;50;7000.0;2159.5;0.0
Departamento;Narvarte;2;1;0;70;7000.0;2310.0;297.5
Departamento;Santa Fe;3;2;1;130;12600.0;5589.5;1050.0
Departamento;Condesa;2;0;1;70;7700.0;2275.0;245.0
Departamento;Santa Fe;2;1;1;52;4550.0;2625.0;357.0
Departamento;La Merced;2;0;0;35;2975.0;315.0;0.0
Departamento;Del Valle;2;0;0;106;9450.0;3115.0;542.5
Departamento;Narvarte;2;0;0;65;8400.0;1771.0;0.0
Departamento;Del Valle;3;0;1;118;7350.0;5694.5;710.5
Departamento;Coyoacán;4;2;1;200;45500.0;10850.0;2215.5
Departamento;Iztacalco;2;1;0;91;4900.0;1575.0;0.0
Departamento;Condesa;4;2;2;310;42000.0;13300.0;0.0
Departamento;Coyoacán;2;1;0;70;13650.0;2677.5;262.5
Departamento;San Miguel Chapultepec;1;1;0;66;3500.0;2625.0;70.0
Departamento;Roma;2;1;1;90;17500.0;7350.0;735.0
Departamento;Lomas de Chapultepec;3;2;1;200;28000.0;11550.0;2936.5
Departamento;San Miguel Chapultepec;2;1;1;65;5250.0;1851.5;0.0
Departamento;Tlalpan;4;3;2;205;61250.0;8620.5;3006.5
Departamento;Centro Histórico;1;0;0;33;2975.0;1197.0;73.5
Departamento;Del Valle;3;3;0;150;12950.0;3150.0;1225.0
Departamento;Santa Fe;4;2;1;148;8750.0;6650.0;833.0
Departamento;Narvarte;2;1;0;73;6300.0;2502.5;0.0
Departamento;Del Valle;4;2;1;200;52500.0;12950.0;2184.0
Departamento;Santa Fe;4;3;3;250;34965.0;3080.0;8750.0
Departamento;Condesa;1;0;0;30;4550.0;2135.0;210.0
Departamento;Roma;2;0;0;65;6615.0;2065.0;266.0
Departamento;Roma;1;0;1;52;7000.0;1575.0;0.0
Departamento;Coyoacán;1;0;0;40;8750.0;1928.5;91.0
Departamento;Lomas de Chapultepec;2;1;2;150;28000.0;3976.0;1816.5
Departamento;Santa Fe;4;3;2;420;28000.0;9450.0;0.0
Departamento;Santa Fe;3;1;1;165;14000.0;7175.0;1680.0
Departamento;Coyoacán;3;2;1;230;35000.0;12250.0;4900.0
Departamento;Condesa;1;0;0;28;3325.0;2264.5;196.0
Departamento;Lomas de Chapultepec;3;1;1;105;17500.0;6125.0;1015.0
Departamento;Lomas de Chapultepec;4;2;1;170;22750.0;15050.0;2380.0
Departamento;Santa Fe;4;3;4;314;35000.0;12078.5;2919.0
Departamento;Condesa;3;0;1;97;11550.0;2474.5;3090.5
Departamento;Narvarte;1;0;0;50;5250.0;1330.0;0.0
Departamento;Lomas de Chapultepec;1;1;0;55;14875.0;5600.0;0.0
Departamento;Condesa;3;1;0;135;11725.0;4025.0;1179.5
Departamento;Condesa;2;1;0;60;8750.0;2782.5;385.0
Departamento;Napoles;2;2;1;181;28000.0;6300.0;2359.0
Departamento;San Miguel Chapultepec;2;0;0;80;4900.0;1743.0;70.0
Departamento;Santa Fe;4;2;2;146;17150.0;7000.0;12250.0
Departamento;Santa Fe;2;1;0;60;5250.0;2467.5;350.0
Departamento;Coyoacán;2;0;1;75;18200.0;1666.0;420.0
Departamento;Santa Fe;4;2;1;300;24500.0;11200.0;3850.0
Departamento;Coyoacán;3;3;2;270;63000.0;7700.0;2915.5
Departamento;Condesa;1;0;1;40;7700.0;2345.0;287.0
Departamento;Centro Histórico;2;1;0;64;6300.0;1305.5;213.5
Departamento;Narvarte;3;2;1;136;11900.0;4550.0;882.0
Departamento;San Rafael;3;0;0;110;6300.0;2170.0;437.5
Departamento;Del Valle;4;2;1;327;26250.0;6300.0;22554.0
Departamento;Condesa;3;0;0;110;11550.0;3199.0;0.0
Departamento;Polanco;2;1;1;74;9450.0;6195.0;882.0
Departamento;Condesa;1;0;0;27;4900.0;1575.0;0.0
Departamento;Santa Fe;2;2;2;200;31531.5;5950.0;1855.0
Departamento;Lomas de Chapultepec;5;1;2;400;43750.0;15400.0;2362.5
Departamento;Narvarte;3;0;1;118;8750.0;2940.0;0.0
Departamento;Santa Fe;4;2;1;105;9800.0;3675.0;7700.0
Departamento;Lomas de Chapultepec;4;2;2;207;54250.0;12600.0;2366.0
Departamento;Coyoacán;3;2;1;230;35000.0;12880.0;3150.0
Departamento;Nativitas;2;0;0;66;5600.0;1155.0;161.0
Departamento;Villa de Guadalupe;2;1;0;49;3500.0;1400.0;0.0
Departamento;Del Valle;4;2;1;327;21700.0;6475.0;22554.0
Departamento;Coyoacán;2;1;2;120;52500.0;12250.0;1750.0
Departamento;Condesa;3;0;0;140;12600.0;4543.0;980.0
Departamento;Polanco;1;1;1;55;8750.0;2905.0;612.5
Departamento;Roma Norte;2;1;1;70;5600.0;1750.0;0.0
Departamento;San Miguel Chapultepec;2;0;0;59;3850.0;2614.5;0.0
Departamento;Santa Fe;3;2;2;207;19250.0;8995.0;252.0
Departamento;Condesa;3;1;0;137;7350.0;3167.5;724.5
Departamento;Santa Fe;3;2;1;90;8750.0;6195.0;10780.0
Departamento;Condesa;1;0;0;51;7000.0;2754.5;420.0
Departamento;Lomas de Chapultepec;2;0;0;80;12600.0;4200.0;420.0
Departamento;Santa Fe;2;2;2;80;10500.0;5250.0;136.5
Departamento;Condesa;3;0;1;130;8750.0;3654.0;1015.0
Departamento;Santa Fe;1;1;0;50;8050.0;5740.0;1022.0
Departamento;San Miguel Chapultepec;2;1;0;66;5250.0;700.0;0.0
Departamento;Lomas de Chapultepec;2;1;0;80;15750.0;4200.0;630.0
Departamento;Peralvillo;2;1;1;69;4900.0;1260.0;143.5
Departamento;Del Valle;1;0;0;32;5250.0;1498.0;101.5
Departamento;Bosques de las Lomas;4;1;2;250;38500.0;10150.0;0.0
Departamento;Santa Fe;2;1;2;63;8400.0;4266.5;0.0
Departamento;Santa Fe;2;1;1;78;3150.0;4200.0;546.0
Departamento;Lomas de Chapultepec;3;1;1;158;35000.0;8400.0;0.0
Departamento;Narvarte;2;0;0;60;6300.0;1547.0;70.0
Departamento;Condesa;3;1;1;120;15750.0;5075.0;525.0
Departamento;Coyoacán;4;4;3;300;66150.0;13300.0;4900.0
Departamento;Lomas de Chapultepec;4;2;3;325;42000.0;11676.0;4375.0
Departamento;Santa Fe;2;1;2;90;7700.0;3955.0;0.0
Departamento;Condesa;1;1;0;48;7700.0;4375.0;511.0
Departamento;San Pedro de los Pinos;2;1;1;72;10500.0;5775.0;812.0
Departamento;Santa Fe;2;1;1;68;4900.0;2870.0;0.0
Departamento;Santa Fe;2;1;0;51;6300.0;1347.5;70.0
Departamento;Coyoacán;4;3;1;232;31500.0;15400.0;3230.5
Departamento;Santa Fe;4;4;4;265;38500.0;7000.0;4200.0
Departamento;Condesa;1;0;1;47;7700.0;2800.0;297.5
Departamento;Ciudad de los Deportes;1;0;0;47;1750.0;35.0;0.0
Departamento;Nativitas;2;0;0;70;6300.0;770.0;696.5
Departamento;Santa Fe;3;2;1;105;12250.0;5222.0;1071.0
Departamento;Narvarte;2;0;0;85;4550.0;2219.0;0.0
Departamento;Roma;1;1;0;60;8750.0;1925.0;388.5
Departamento;Villa de Cortés;2;1;1;55;4550.0;1610.0;0.0
Departamento;Condesa;4;1;4;390;63000.0;9800.0;3850.0
Departamento;Lomas de Chapultepec;4;1;2;214;29050.0;6776.0;168.0
Departamento;Santa Fe;2;2;1;100;17500.0;5250.0;1050.0
Departamento;Condesa;2;0;1;100;12250.0;3360.0;700.0
Departamento;Roma;3;2;1;101;20300.0;4599.0;969.5
